Region,Week,eNodeB Name,Sector id,DL_PRB_Utilization,DL PRB Utilization Range,Users,DL User Thrpt
South Region,WK46_2023,S6140-R4GF-HU-01-DYR,2,88.88,Utiliz > 80%,99.37,10.6
South Region,WK46_2023,S4984-RGUL-HU-HW-MHL,0,88.84,Utiliz > 80%,127.9,6.56
South Region,WK46_2023,S1674-RGUF-HU-01-GIZ,0,88.79,Utiliz > 80%,140.21,7.14
South Region,WK46_2023,S1525-RULX-HU-01-AHB,0,88.64,Utiliz > 80%,184.06,7.6
South Region,WK46_2023,S4761-RGUF-HU-HW-KMS,1,88.61,Utiliz > 80%,22.46,3.58
South Region,WK46_2023,S3414-RGUL-HU-01-NJR,1,88.56,Utiliz > 80%,93.47,9.17
South Region,WK46_2023,S4914-RGUF-HU-01-AHR,1,88.43,Utiliz > 80%,52.81,5.1
South Region,WK46_2023,S6099-RGUF-HU-HW-ABA,1,88.43,Utiliz > 80%,344.03,10.22
South Region,WK46_2023,S3333-RGUL-HU-HW-KMS,0,88.28,Utiliz > 80%,163.8,8.42
South Region,WK46_2023,S4739-RALL-HU-HW-TRB,0,88.27,Utiliz > 80%,311.5,10.5
South Region,WK46_2023,S1751-RGUF-HU-01-SAM,1,88.19,Utiliz > 80%,70.47,4.69
South Region,WK46_2023,S6018-RGUL-HU-01-ABA,1,88.19,Utiliz > 80%,106.78,4.55
South Region,WK46_2023,S6026-RALL-HU-01-ABA,0,88.17,Utiliz > 80%,159.47,10.53
South Region,WK46_2023,S6260-RALL-HU-01-ABA,1,88.11,Utiliz > 80%,167.06,7.19
South Region,WK46_2023,S1539-RULX-HU-01-KMS,1,88.08,Utiliz > 80%,154.55,10.15
South Region,WK46_2023,S1768-RGUF-HU-01-GIZ,1,88.01,Utiliz > 80%,170.26,4.68
South Region,WK46_2023,S1665-RULN-HU-HW-GIZ,2,87.78,Utiliz > 80%,283.35,6.46
South Region,WK46_2023,S6130-RGUF-HU-01-AHM,2,87.76,Utiliz > 80%,108.49,7.99
South Region,WK46_2023,S6182-RALL-HU-01-NJR,1,87.69,Utiliz > 80%,139.88,9.59
South Region,WK46_2023,S3249-RGUF-HU-01-MJR,1,87.6,Utiliz > 80%,70.63,6.11
South Region,WK46_2023,S4984-RGUL-HU-HW-MHL,1,87.42,Utiliz > 80%,165.06,6.61
South Region,WK46_2023,S6049-R4GF-HU-01-SUB,2,87.41,Utiliz > 80%,130.44,8.91
South Region,WK46_2023,S6261-RGUL-HU-01-ABA,0,87.3,Utiliz > 80%,149.14,5.19
South Region,WK46_2023,S1768-RGUF-HU-01-GIZ,0,87.29,Utiliz > 80%,153.79,7.67
South Region,WK46_2023,S1989-RGUL-HU-01-KMS,0,87.26,Utiliz > 80%,186.71,8.1
South Region,WK46_2023,S6122-RUFX-HU-01-DYR,1,87.24,Utiliz > 80%,12.38,4.17
South Region,WK46_2023,S3032-R4GF-HU-01-AHB,0,87.15,Utiliz > 80%,24.33,7.58
South Region,WK46_2023,S1572-RGLX-HU-01-AHB,0,87.09,Utiliz > 80%,106.96,11.84
South Region,WK46_2023,S6104-RGUF-HU-01-MHL,0,87,Utiliz > 80%,28.01,17.24
South Region,WK46_2023,S6348-RALL-HU-01-NJR,1,86.96,Utiliz > 80%,216.27,6.18
South Region,WK46_2023,S6036-RGUF-HU-01-SAM,0,86.93,Utiliz > 80%,201.67,9.85
South Region,WK46_2023,S6254-RGUF-HU-HW-ABA,1,86.92,Utiliz > 80%,178.74,8.08
South Region,WK46_2023,S3073-R4GF-HU-HW-BHH,0,86.9,Utiliz > 80%,34.18,6.76
South Region,WK46_2023,S6118-RUFX-HU-VP-SAM,1,86.84,Utiliz > 80%,89.42,9.21
South Region,WK46_2023,S6360-R4GF-HU-01-NJR,1,86.78,Utiliz > 80%,30.71,5.37
South Region,WK46_2023,S1750-RGLX-HU-HW-SHW,1,86.75,Utiliz > 80%,93.01,9.88
South Region,WK46_2023,S6054-RGUL-HU-01-SUB,0,86.74,Utiliz > 80%,223.16,5.3
South Region,WK46_2023,S3044-R4GF-HU-01-SAB,1,86.62,Utiliz > 80%,44.43,5.94
South Region,WK46_2023,S4908-RGUF-HU-HW-MJR,0,86.53,Utiliz > 80%,93.85,6.25
South Region,WK46_2023,S6080-R4GF-HU-HW-BSH,0,86.51,Utiliz > 80%,38.29,6.48
South Region,WK46_2023,S4744-RGUF-HU-01-SAB,0,86.41,Utiliz > 80%,26.78,6.13
South Region,WK46_2023,S6090-RGUF-HU-HW-SUB,1,86.38,Utiliz > 80%,214.08,8.64
South Region,WK46_2023,S6103-R4GF-HU-01-AHM,1,86.38,Utiliz > 80%,56.02,6.31
South Region,WK46_2023,S6346-RGUF-HU-01-NJR,0,86.31,Utiliz > 80%,212.56,9.07
South Region,WK46_2023,S6309-RGUL-HU-01-NJR,0,86.29,Utiliz > 80%,167.22,6.48
South Region,WK46_2023,S6107-RGUF-HU-01-EDB,2,86.22,Utiliz > 80%,218.48,5.17
South Region,WK46_2023,S6116-RGUF-HU-HW-DMD,0,86.14,Utiliz > 80%,288.88,3.98
South Region,WK46_2023,S1638-RGLX-HU-HW-NJR_NEW,2,86.11,Utiliz > 80%,133.12,6.48
South Region,WK46_2023,S6195-RGUF-HU-HW-DRB,1,86.09,Utiliz > 80%,178.94,7.03
South Region,WK46_2023,S1697-RULX-HU-HW-KMS,0,86.07,Utiliz > 80%,290.62,8.79
South Region,WK46_2023,S3280-RGUF-HU-01-MHL,0,86.02,Utiliz > 80%,48.62,11.58
South Region,WK46_2023,S1705-RGUL-HU-01-AHR,0,85.97,Utiliz > 80%,97.68,6.7
South Region,WK46_2023,S1888-RULN-HU-01-KMS,1,85.95,Utiliz > 80%,312.51,8.21
South Region,WK46_2023,S3402-R4GF-HU-01-THR,1,85.94,Utiliz > 80%,38.18,6.82
South Region,WK46_2023,S6032-RGUL-HU-01-DMD,1,85.92,Utiliz > 80%,210.54,7.7
South Region,WK46_2023,S4795-RUFX-HU-HW-NMS,1,85.89,Utiliz > 80%,221.29,10.15
South Region,WK46_2023,S6096-RGUF-HU-01-AHM,0,85.86,Utiliz > 80%,155.2,10.11
South Region,WK46_2023,S6087-RGUF-HU-HW-BSH,0,85.85,Utiliz > 80%,178.52,8.95
South Region,WK46_2023,S6119-RGUL-HU-01-ABA,1,85.77,Utiliz > 80%,154.56,16.16
South Region,WK46_2023,S6378-R4GF-HU-HW-KBH,1,85.77,Utiliz > 80%,21.99,6.05
South Region,WK46_2023,S6046-RGUF-HU-01-SAM,2,85.7,Utiliz > 80%,358.81,4.75
South Region,WK46_2023,S6097-RGUF-HU-01-HRT,0,85.68,Utiliz > 80%,114.19,5.28
South Region,WK46_2023,S6251-R4GF-HU-01-ABA,1,85.65,Utiliz > 80%,63.33,5.16
South Region,WK46_2023,S3336-RGUL-HU-01-AHB,1,85.55,Utiliz > 80%,136.25,6.58
South Region,WK46_2023,S6034-RGUF-HU-01-AHM,0,85.5,Utiliz > 80%,101.65,13.23
South Region,WK46_2023,S4913-RGUF-HU-01-NMS,1,85.45,Utiliz > 80%,25.48,7.19
South Region,WK46_2023,S6250-RGUF-HU-01-ABA,1,85.36,Utiliz > 80%,254.3,11.54
South Region,WK46_2023,S6128-RALL-HU-01-ABA,1,85.33,Utiliz > 80%,139.3,7.18
South Region,WK46_2023,S6059-RGUF-HU-01-SUB,0,85.14,Utiliz > 80%,83.22,8.02
South Region,WK46_2023,S3314-RGFX-HU-01-DAJ,0,85.11,Utiliz > 80%,33.74,8.88
South Region,WK46_2023,S6129-RGUF-HU-01-ABA,1,85.08,Utiliz > 80%,102.05,12.68
South Region,WK46_2023,S6153-RGUF-HU-01-SUB,0,85.02,Utiliz > 80%,129.93,8.38
South Region,WK46_2023,S3333-RGUL-HU-HW-KMS,1,84.97,Utiliz > 80%,129.7,8.59
South Region,WK46_2023,S3253-RGUF-HU-HW-NMS,1,84.93,Utiliz > 80%,49.46,6.72
South Region,WK46_2023,S6052-RLNX-HU-HW-SUB,2,84.88,Utiliz > 80%,146.27,7.15
South Region,WK46_2023,S6337-RGUL-HU-01-HBN,2,84.85,Utiliz > 80%,120.63,7.4
South Region,WK46_2023,S6305-RGUL-HU-VP-NJR,0,84.66,Utiliz > 80%,150.47,8.47
South Region,WK46_2023,S6163-RGUF-HU-01-ABA,1,84.66,Utiliz > 80%,15.04,4.27
South Region,WK46_2023,S1715-RUFX-HU-01-GIZ,1,84.65,Utiliz > 80%,86.46,8.44
South Region,WK46_2023,S4908-RGUF-HU-HW-MJR,2,84.62,Utiliz > 80%,118.01,10.54
South Region,WK46_2023,S1837-RGFX-HU-01-HRT,0,84.61,Utiliz > 80%,75.9,4.82
South Region,WK46_2023,S1837-RGFX-HU-01-HRT,2,84.55,Utiliz > 80%,83.07,6.18
South Region,WK46_2023,S1537-RULX-HU-01-KMS,0,84.47,Utiliz > 80%,183.55,6.66
South Region,WK46_2023,S1613-RULN-HU-01-KMS,2,84.45,Utiliz > 80%,223.62,2.16
South Region,WK46_2023,S6066-RGUF-HU-01-BSH,0,84.44,Utiliz > 80%,162.78,9.03
South Region,WK46_2023,S3041-RGUF-HU-01-MHL,0,84.33,Utiliz > 80%,181.12,9.47
South Region,WK46_2023,S1881-RULX-HU-01-KMS,2,84.33,Utiliz > 80%,95.59,4.47
South Region,WK46_2023,S6156-RGUF-HU-01-ARD,2,84.28,Utiliz > 80%,152.69,7.57
South Region,WK46_2023,S4780-RGFX-HU-HW-MHL,1,84.25,Utiliz > 80%,29.14,7.36
South Region,WK46_2023,S1675-RGUL-HU-01-ABA,1,84.23,Utiliz > 80%,126.46,8.26
South Region,WK46_2023,S6120-RUFX-HU-01-DYR,0,84.22,Utiliz > 80%,108.58,9.24
South Region,WK46_2023,S1927-RGUL-HU-01-KMS,2,84.19,Utiliz > 80%,215.24,5.7
South Region,WK46_2023,S3249-RGUF-HU-01-MJR,2,84.18,Utiliz > 80%,65.78,9
South Region,WK46_2023,S1834-RGUF-HU-01-SAM,2,84.11,Utiliz > 80%,118.2,10.49
South Region,WK46_2023,S6131-RGUF-HU-01-ABA,0,83.94,Utiliz > 80%,26.14,5.7
South Region,WK46_2023,S1697-RULX-HU-HW-KMS,2,83.89,Utiliz > 80%,229.65,6.66
South Region,WK46_2023,S6039-RGUF-HU-01-SAM,2,83.85,Utiliz > 80%,149.4,7.91
South Region,WK46_2023,S6089-RALL-HU-VP-SUB,2,83.81,Utiliz > 80%,222.2,9.7
South Region,WK46_2023,S1997-RALL-HU-HW-KMS,0,83.7,Utiliz > 80%,159.08,10.16
South Region,WK46_2023,S3401-R4GF-HU-01-SHW,0,83.66,Utiliz > 80%,74.89,6.97
South Region,WK46_2023,S6121-RGUF-HU-01-DYR,0,83.61,Utiliz > 80%,113.84,5.71
South Region,WK46_2023,S1534-RALL-HU-01-AHB,1,83.58,Utiliz > 80%,164.9,7.19
South Region,WK46_2023,S1726-RGUF-HU-01-AHB,0,83.56,Utiliz > 80%,199.32,7.86
South Region,WK46_2023,S3118-RGUF-HU-HW-AHB,0,83.47,Utiliz > 80%,318.2,16.62
South Region,WK46_2023,S6032-RGUL-HU-01-DMD,0,83.46,Utiliz > 80%,201.68,12.63
South Region,WK46_2023,S4728-RALL-HU-01-KMS,1,83.45,Utiliz > 80%,197.67,8.12
South Region,WK46_2023,S6260-RALL-HU-01-ABA,2,83.44,Utiliz > 80%,103,6.77
South Region,WK46_2023,S6058-RGUL-HU-01-SUB,1,83.3,Utiliz > 80%,91.65,8.68
South Region,WK46_2023,S6056-RALL-HU-01-SUB,1,83.22,Utiliz > 80%,199.44,5.82
South Region,WK46_2023,S6336-RGUF-HU-VP-HBN,1,83.21,Utiliz > 80%,53.69,11.49
South Region,WK46_2023,S1660-RUFX-HU-01-SAM,1,83.18,Utiliz > 80%,30.51,6.83
South Region,WK46_2023,S3317-RGFX-HU-01-RJA,1,83.14,Utiliz > 80%,99.49,11.83
South Region,WK46_2023,S6187-RGUL-HU-01-NJR,1,83.1,Utiliz > 80%,169.17,8.73
South Region,WK46_2023,S6133-RGUL-HU-01-RJA,1,83.09,Utiliz > 80%,83.87,7.56
South Region,WK46_2023,S6114-RGUL-HU-01-SUB,0,83.02,Utiliz > 80%,166.93,6.43
South Region,WK46_2023,S6113-RGUF-HU-01-ARD,2,82.91,Utiliz > 80%,87.76,10.71
South Region,WK46_2023,S1800-RGUL-HU-01-ABA,2,82.79,Utiliz > 80%,85.75,10.31
South Region,WK46_2023,S6338-RALL-HU-01-NJR,1,82.71,Utiliz > 80%,130.1,5.71
South Region,WK46_2023,S6247-R4GF-HU-01-SAM,2,82.7,Utiliz > 80%,21.45,4.97
South Region,WK46_2023,S3320-R4GF-HU-01-SAB,2,82.65,Utiliz > 80%,26.94,10.83
South Region,WK46_2023,S6248-RGUL-HU-01-ABA,2,82.58,Utiliz > 80%,134.38,9.28
South Region,WK46_2023,S6131-RGUF-HU-01-ABA,1,82.41,Utiliz > 80%,24.47,7.52
South Region,WK46_2023,S3246-RGUF-HU-HW-NMS,2,82.31,Utiliz > 80%,31.33,4.49
South Region,WK46_2023,S6115-RGUL-HU-01-SUB,2,82.2,Utiliz > 80%,109.59,8.34
South Region,WK46_2023,S1706-RULN-HU-HW-KMS,2,82.19,Utiliz > 80%,227.01,3.61
South Region,WK46_2023,S1999-RGUL-HU-01-AHB,0,82.03,Utiliz > 80%,156.37,9.47
South Region,WK46_2023,S6054-RGUL-HU-01-SUB,1,81.98,Utiliz > 80%,214.55,8.3
South Region,WK46_2023,S4931-RUFX-HU-HW-RJA,1,81.97,Utiliz > 80%,122.48,21.89
South Region,WK46_2023,S6109-RGUF-HU-01-ABA,1,81.84,Utiliz > 80%,81.09,14.48
South Region,WK46_2023,S6246-R4GF-HU-01-DMD,1,81.84,Utiliz > 80%,60.58,6.7
South Region,WK46_2023,S1566-RULX-HU-01-AHB,0,81.83,Utiliz > 80%,286.51,6.23
South Region,WK46_2023,S6330-RGUL-HU-01-NJR,2,81.82,Utiliz > 80%,149.11,8
South Region,WK46_2023,S6080-R4GF-HU-HW-BSH,1,81.81,Utiliz > 80%,36.39,4.35
South Region,WK46_2023,S6086-RGUF-HU-01-DMD,1,81.71,Utiliz > 80%,116.37,9.79
South Region,WK46_2023,S4988-RGUF-HU-HW-MJR,2,81.69,Utiliz > 80%,207.02,10.9
South Region,WK46_2023,S3426-R4GF-HU-01-HBN,2,81.54,Utiliz > 80%,37.66,9.14
South Region,WK46_2023,S6109-RGUF-HU-01-ABA,0,81.53,Utiliz > 80%,133.7,9.63
South Region,WK46_2023,S6048-RALL-HU-HW-SUB,2,81.53,Utiliz > 80%,158.59,7.46
South Region,WK46_2023,S3348-RGUL-HU-01-MHL,1,81.52,Utiliz > 80%,82.93,8.48
South Region,WK46_2023,S6132-RGUF-HU-01-DRB,2,81.48,Utiliz > 80%,121.41,12.21
South Region,WK46_2023,S6079-RGUF-HU-HW-DRB,0,81.41,Utiliz > 80%,158.63,5.75
South Region,WK46_2023,S1555-RULX-HU-01-AHB,2,81.39,Utiliz > 80%,236.42,7.25
South Region,WK46_2023,S6294-RGUL-HU-01-GIZ,0,81.26,Utiliz > 80%,161.56,4.47
South Region,WK46_2023,S3281-RGUL-HU-01-KMS,2,81.15,Utiliz > 80%,191.25,5.96
South Region,WK46_2023,S1715-RUFX-HU-01-GIZ,2,81.13,Utiliz > 80%,117.51,4.35
South Region,WK46_2023,S4757-RGUF-HU-HW-DAJ,1,81.06,Utiliz > 80%,38.88,9.16
South Region,WK46_2023,S4971-RALL-HU-HW-AHB,2,80.99,Utiliz > 80%,181.25,10.32
South Region,WK46_2023,S1712-RUFX-HU-01-MHL,1,80.98,Utiliz > 80%,85.52,7.84
South Region,WK46_2023,S1830-RGFX-HU-01-NJR,2,80.93,Utiliz > 80%,77.4,10.08
South Region,WK46_2023,S1864-RULN-HU-01-AHB,2,80.82,Utiliz > 80%,163.36,25.75
South Region,WK46_2023,S1996-RALL-HU-01-KMS,0,80.81,Utiliz > 80%,145.24,8.01
South Region,WK46_2023,S1706-RULN-HU-HW-KMS,1,80.8,Utiliz > 80%,180.11,4.54
South Region,WK46_2023,S6258-RGLX-HU-01-ABA,2,80.78,Utiliz > 80%,150.43,5.88
South Region,WK46_2023,S6310-RGUL-HU-01-NJR,1,80.74,Utiliz > 80%,96.54,8.53
South Region,WK46_2023,S1832-RALL-HU-01-NJR,1,80.73,Utiliz > 80%,127.96,9.84
South Region,WK46_2023,S1597-RGFX-HU-01-DYR,1,80.58,Utiliz > 80%,137.19,11.41
South Region,WK46_2023,S6290-RALL-HU-01-NJR,0,80.49,Utiliz > 80%,105.99,8.78
South Region,WK46_2023,S1703-RGUF-HU-01-AHR,2,80.49,Utiliz > 80%,115.99,6.4
South Region,WK46_2023,S1862-RULX-HU-HW-BHH,0,80.48,Utiliz > 80%,93.41,8.55
South Region,WK46_2023,S6065-RGUF-HU-01-BSH,0,80.38,Utiliz > 80%,140.86,12.85
South Region,WK46_2023,S6222-RALL-HU-01-GIZ,0,80.28,Utiliz > 80%,169.12,7.04
South Region,WK46_2023,S3297-RGUF-HU-01-AHR,0,80.28,Utiliz > 80%,103.08,13.61
South Region,WK46_2023,S3429-RGUL-HU-01-NJR,1,80.28,Utiliz > 80%,62.04,8.28
South Region,WK46_2023,S1725-RUFX-HU-01-MJR,1,80.24,Utiliz > 80%,58.36,17.62
South Region,WK46_2023,S6321-RGUF-HU-HW-NJR,0,80.17,Utiliz > 80%,121.42,5.75
South Region,WK46_2023,S3065-RGUF-HU-HW-KMS,1,80.15,Utiliz > 80%,111,5.97
South Region,WK46_2023,S6048-RALL-HU-HW-SUB,0,80.05,Utiliz > 80%,252.73,4.3
South Region,WK46_2023,S4833-RGUF-HU-01-AHB,0,80,Utiliz > 80%,82.83,9.04
South Region,WK46_2023,S6122-RUFX-HU-01-DYR,0,79.97,Utiliz>=70% and <80%,21.61,6.5
South Region,WK46_2023,S4719-RGUF-HU-HW-AHR,0,79.95,Utiliz>=70% and <80%,167.02,10.45
South Region,WK46_2023,S3426-R4GF-HU-01-HBN,1,79.89,Utiliz>=70% and <80%,31.1,10.89
South Region,WK46_2023,S6124-RGUF-HU-01-DYR,0,79.86,Utiliz>=70% and <80%,59.66,11.38
South Region,WK46_2023,S1939-R4GF-HU-01-BHH,0,79.83,Utiliz>=70% and <80%,22.33,9.96
South Region,WK46_2023,S6287-RGUL-HU-01-NJR,1,79.82,Utiliz>=70% and <80%,173.17,9.26
South Region,WK46_2023,S6116-RGUF-HU-HW-DMD,2,79.64,Utiliz>=70% and <80%,119.28,10.86
South Region,WK46_2023,S6040-RUFX-HU-01-SUB,1,79.62,Utiliz>=70% and <80%,52.13,5.75
South Region,WK46_2023,S6257-RGUL-HU-01-ABA,2,79.5,Utiliz>=70% and <80%,158.57,8.88
South Region,WK46_2023,S6072-RGUF-HU-01-RTH,2,79.5,Utiliz>=70% and <80%,189.13,15.28
South Region,WK46_2023,S1717-RULN-HU-01-NJR,1,79.48,Utiliz>=70% and <80%,245.23,8
South Region,WK46_2023,S6177-RGUF-HU-01-SUB,0,79.47,Utiliz>=70% and <80%,171.77,9.45
South Region,WK46_2023,S6314-RGUL-HU-VP-NJR,0,79.46,Utiliz>=70% and <80%,186.62,5.86
South Region,WK46_2023,S4985-RGUF-HU-01-MHL,2,79.4,Utiliz>=70% and <80%,96.47,10.06
South Region,WK46_2023,S1771-R4GF-HU-01-SUB,2,79.35,Utiliz>=70% and <80%,146.15,16.46
South Region,WK46_2023,S1906-R4GF-HU-HW-AHR,0,79.31,Utiliz>=70% and <80%,64.69,5.24
South Region,WK46_2023,S1601-RGUF-HU-HW-DRB,0,79.22,Utiliz>=70% and <80%,203.89,12.36
South Region,WK46_2023,S6076-RGUF-HU-01-RJA,1,79.12,Utiliz>=70% and <80%,38.11,8.71
South Region,WK46_2023,S6078-RGUL-HU-01-DRB,2,79.11,Utiliz>=70% and <80%,203.63,6.26
South Region,WK46_2023,S6250-RGUF-HU-01-ABA,2,79.1,Utiliz>=70% and <80%,131.99,11.99
South Region,WK46_2023,S1848-R4GF-HU-01-AHR,1,79.1,Utiliz>=70% and <80%,63.48,12.08
South Region,WK46_2023,S3269-R4GF-HU-01-AHB,1,79.09,Utiliz>=70% and <80%,14.89,12.1
South Region,WK46_2023,S1601-RGUF-HU-HW-DRB,2,79.08,Utiliz>=70% and <80%,134.93,6.09
South Region,WK46_2023,S6110-R4GF-HU-01-DYR,0,79.08,Utiliz>=70% and <80%,295.84,1.88
South Region,WK46_2023,S6281-R4GF-HU-01-ABA,0,79.06,Utiliz>=70% and <80%,30.87,8.95
South Region,WK46_2023,S6117-RGUL-HU-01-SUB,0,79.06,Utiliz>=70% and <80%,115.88,8.1
South Region,WK46_2023,S6251-R4GF-HU-01-ABA,0,79.04,Utiliz>=70% and <80%,57.39,13.46
South Region,WK46_2023,S6260-RALL-HU-01-ABA,0,79.02,Utiliz>=70% and <80%,137.6,7.11
South Region,WK46_2023,S4913-RGUF-HU-01-NMS,2,78.97,Utiliz>=70% and <80%,22.54,6.66
South Region,WK46_2023,S6077-RGUF-HU-01-DRB,2,78.96,Utiliz>=70% and <80%,178.35,8.17
South Region,WK46_2023,S4918-RGUL-HU-01-MJR,2,78.92,Utiliz>=70% and <80%,159.05,12.35
South Region,WK46_2023,S1916-RGUF-HU-HW-TNM,2,78.88,Utiliz>=70% and <80%,91.91,13.03
South Region,WK46_2023,S4705-RGUL-HU-01-KMS,1,78.85,Utiliz>=70% and <80%,143.84,11.6
South Region,WK46_2023,S6376-R4GF-HU-HW-KBH,0,78.85,Utiliz>=70% and <80%,10.04,6.9
South Region,WK46_2023,S6016-RGUF-HU-01-AHM,2,78.75,Utiliz>=70% and <80%,86.83,9.25
South Region,WK46_2023,S6123-RGUF-HU-01-DYR,1,78.67,Utiliz>=70% and <80%,119.46,11.72
South Region,WK46_2023,S6065-RGUF-HU-01-BSH,1,78.66,Utiliz>=70% and <80%,93.43,11.5
South Region,WK46_2023,S6124-RGUF-HU-01-DYR,1,78.65,Utiliz>=70% and <80%,49.02,8.33
South Region,WK46_2023,S3182-RALL-HU-01-AHB,2,78.6,Utiliz>=70% and <80%,252.09,4.42
South Region,WK46_2023,S6289-RALL-HU-01-NJR,2,78.56,Utiliz>=70% and <80%,143.46,7.07
South Region,WK46_2023,S6185-RGUL-HU-01-NJR,0,78.52,Utiliz>=70% and <80%,163.23,10.9
South Region,WK46_2023,S6253-R4GF-HU-01-ABA,1,78.48,Utiliz>=70% and <80%,162.9,2.98
South Region,WK46_2023,S1997-RALL-HU-HW-KMS,2,78.46,Utiliz>=70% and <80%,113.77,8.67
South Region,WK46_2023,S4911-RGUL-HU-HW-KMS,1,78.42,Utiliz>=70% and <80%,100.76,14.36
South Region,WK46_2023,S3290-RGUL-HU-01-AHB,0,78.41,Utiliz>=70% and <80%,86.37,9.48
South Region,WK46_2023,S1865-RULN-HU-01-AHB,2,78.37,Utiliz>=70% and <80%,156,11.87
South Region,WK46_2023,S4717-RGUF-HU-HW-KMS,1,78.35,Utiliz>=70% and <80%,137.31,7.43
South Region,WK46_2023,S1603-RGUL-HU-VP-GIZ,1,78.21,Utiliz>=70% and <80%,124.01,10.09
South Region,WK46_2023,S3349-R4GF-HU-01-SAB,1,78.21,Utiliz>=70% and <80%,19.72,6.64
South Region,WK46_2023,S4762-RGUF-HU-HW-KMS,2,78.11,Utiliz>=70% and <80%,38.2,10.08
South Region,WK46_2023,S6043-RUFX-HU-01-SAM,1,78.06,Utiliz>=70% and <80%,44.52,9.97
South Region,WK46_2023,S6233-RGUL-HU-01-SUB,2,77.97,Utiliz>=70% and <80%,180.69,6.4
South Region,WK46_2023,S1894-RUFX-HU-HW-SAB,1,77.96,Utiliz>=70% and <80%,56.83,11.47
South Region,WK46_2023,S3131-RALL-HU-01-AHB,1,77.94,Utiliz>=70% and <80%,132.76,6.93
South Region,WK46_2023,S4759-RGUF-HU-HW-DAJ,2,77.86,Utiliz>=70% and <80%,100.69,15.15
South Region,WK46_2023,S6111-RGUF-HU-01-DYR,2,77.83,Utiliz>=70% and <80%,76.47,10.27
South Region,WK46_2023,S6083-RGUF-HU-01-AHM,0,77.75,Utiliz>=70% and <80%,121.46,9.25
South Region,WK46_2023,S1534-RALL-HU-01-AHB,0,77.68,Utiliz>=70% and <80%,175.3,5.81
South Region,WK46_2023,S3121-RALL-HU-01-KMS,1,77.62,Utiliz>=70% and <80%,126.34,16.21
South Region,WK46_2023,S1545-RULX-HU-01-MHL,1,77.58,Utiliz>=70% and <80%,81.7,9.33
South Region,WK46_2023,S6137-R4GF-HU-01-RTH,1,77.53,Utiliz>=70% and <80%,38.35,5.4
South Region,WK46_2023,S6064-RGUF-HU-HW-SUB,0,77.47,Utiliz>=70% and <80%,172.84,10.08
South Region,WK46_2023,S4930-RUFX-HU-HW-RJA,1,77.46,Utiliz>=70% and <80%,48.1,17.11
South Region,WK46_2023,S6152-RGUF-HU-01-SUB,0,77.33,Utiliz>=70% and <80%,171.39,7.31
South Region,WK46_2023,S1780-RGUF-HU-01-BSH,1,77.3,Utiliz>=70% and <80%,102.28,10.43
South Region,WK46_2023,S6129-RGUF-HU-01-ABA,0,77.26,Utiliz>=70% and <80%,91.29,10.52
South Region,WK46_2023,S1506-RULX-HU-01-AHB,0,77.25,Utiliz>=70% and <80%,94.16,13.54
South Region,WK46_2023,S6085-RGUF-HU-01-GIZ,1,77.24,Utiliz>=70% and <80%,134.02,8.12
South Region,WK46_2023,S6039-RGUF-HU-01-SAM,0,77.24,Utiliz>=70% and <80%,112.38,11.6
South Region,WK46_2023,S6237-RALL-HU-01-ABA,0,77.24,Utiliz>=70% and <80%,176.48,9.4
South Region,WK46_2023,S1636-RGUL-HU-01-MHL,2,77.17,Utiliz>=70% and <80%,129.04,6.39
South Region,WK46_2023,S6051-RGUL-HU-01-SUB,1,77.11,Utiliz>=70% and <80%,147.92,9.87
South Region,WK46_2023,S1615-RULX-HU-HW-AHB,0,77.07,Utiliz>=70% and <80%,162.24,6.5
South Region,WK46_2023,S3273-RGUF-HU-01-KMS,0,77.04,Utiliz>=70% and <80%,95.66,8.26
South Region,WK46_2023,S3333-RGUL-HU-HW-KMS,2,77.01,Utiliz>=70% and <80%,128.63,10.71
South Region,WK46_2023,S6213-RGUF-HU-01-SUB,0,77.01,Utiliz>=70% and <80%,146.99,12.01
South Region,WK46_2023,S6082-RGUF-HU-VP-SUB,2,77,Utiliz>=70% and <80%,115.95,11.41
South Region,WK46_2023,S1996-RALL-HU-01-KMS,2,76.98,Utiliz>=70% and <80%,163.08,5.6
South Region,WK46_2023,S1711-RULX-HU-01-KMS,2,76.97,Utiliz>=70% and <80%,209.61,4.02
South Region,WK46_2023,S6241-RGUF-HU-HW-SUB,0,76.95,Utiliz>=70% and <80%,136.21,2.89
South Region,WK46_2023,S6208-RGUL-HU-01-NJR,0,76.94,Utiliz>=70% and <80%,163.63,6.67
South Region,WK46_2023,S6128-RALL-HU-01-ABA,2,76.86,Utiliz>=70% and <80%,179.18,10.17
South Region,WK46_2023,S6098-RGUL-HU-01-EDB,1,76.83,Utiliz>=70% and <80%,99.58,13.08
South Region,WK46_2023,S3135-RGUL-HU-01-MHL,2,76.8,Utiliz>=70% and <80%,142.51,11.1
South Region,WK46_2023,S1756-RULN-HU-01-NJR,1,76.72,Utiliz>=70% and <80%,134.22,7.73
South Region,WK46_2023,S6356-RGUF-HU-01-NJR,2,76.7,Utiliz>=70% and <80%,179.07,9.53
South Region,WK46_2023,S6065-RGUF-HU-01-BSH,2,76.69,Utiliz>=70% and <80%,95.33,13.52
South Region,WK46_2023,S6022-RALL-HU-VP-ABA,2,76.69,Utiliz>=70% and <80%,231.7,6.24
